Mean Intensity,Duration,Label
2.915454545,22,0
2.042857143,14,0
0.2225,4,0
0.93,8,0
0.36,3,0
0.02,1,0
0.19,1,0
0.13,1,0
0.49,1,0
0.746666667,6,0
0.29,2,0
0.295,2,0
0.04,1,0
0.03,1,0
0.13,1,0
3.055714286,7,0
