Mean Intensity,Duration,Label
0.3575,4,0
1.261176471,17,0
0.1,2,0
0.87,8,0
0.6,3,0
0.305,4,0
0.15,2,0
0.11,1,0
0.205,2,0
1.076666667,3,0
1.22,2,0
0.6975,4,0
3.15,1,0
1.1575,8,0
1.41,5,0
2.02,1,0
2.821290323,31,0
0.458888889,9,0
0.12,1,0
0.286666667,3,0
0.31,1,0
2.275,10,0
1.38,1,0
0.16,2,0
0.44,1,0
0.215,2,0
0.17,1,0
0.35,2,0
0.75,5,0
0.28,1,0
1.355,10,0
4.36,4,0
2.075,28,0
0.246666667,3,0
0.653333333,3,0
1.085,4,0
0.18,2,0
0.85,2,0
1.12,1,0
0.37,1,0
0.55,1,0
0.733333333,6,0
0.385,2,0
0.33,3,0
0.03,1,0
0.35,3,0
0.01,1,0
1.673333333,3,0
0.875,4,0
0.215,2,0
1.31,1,0
2.085,4,0
0.51,1,0
2.304285714,7,0
1.134,5,0
1.476666667,3,0
0.44,1,0
3.15,1,0
6.088888889,9,0
0.656,5,0
0.05,1,0
4.408666667,15,0
0.1,1,0
0.845,2,0
3.984,15,0
0.55,4,0
0.31,2,0
0.27,2,0
0.908333333,6,0
1.2,2,0
0.6775,4,0
0.648,5,0
3.51875,8,0
1.94625,8,0
3.39,1,0
0.942857143,7,0
3.608214286,28,0
3.441388889,36,0
2.822142857,14,0
0.13,2,0
2.225714286,7,0
0.17,1,0
0.92,4,0
0.44,2,0
1.053333333,3,0
0.446666667,6,0
1.37,1,0
0.51,1,0
0.31,1,0
1.105,4,0
4.495135135,37,0
0.22,1,0
1.040526316,19,0
0.426666667,3,0
0.29,1,0
0.9825,8,0
0.5025,4,0
0.566,10,0
1.538378378,37,0
2.07,3,0
0.25,1,0
0.12,1,0
0.38,1,0
4.06,1,0
0.34,1,0
0.04,1,0
0.42,2,0
0.59,3,0
0.516666667,3,0
0.815,4,0
0.743333333,3,0
1.23625,8,0
0.33,1,0
0.3,1,0
0.11,1,0
0.18,1,0
0.02,2,0
0.06,2,0
0.01,1,0
2.66,5,0
0.325,2,0
0.17,1,0
0.16,1,0
1.52,7,0
0.16,1,0
1.493333333,9,0
2.235833333,12,0
0.45,2,0
0.205,2,0
0.17,1,0
0.15,1,0
0.418,5,0
0.24,1,0
2.25,2,0
1.4375,4,0
0.534,5,0
0.07,1,0
0.42,3,0
0.105,2,0
0.01,1,0
0.19,2,0
0.404,5,0
0.296,5,0
0.02,1,0
0.694,5,0
0.276666667,3,0
0.13,2,0
0.54,1,0
0.64,1,0
0.68,3,0
1.663,10,0
1.873076923,13,0
4.572777778,18,0
1.592857143,14,0
1.550909091,11,0
2.127142857,7,0
1.412307692,13,0
0.9945,20,0
1.24,3,0
0.65,8,0
0.58,1,0
1.745,4,0
1.145,2,0
0.285,2,0
0.265,2,0
0.33,2,0
0.293333333,6,0
4.368472222,72,0
1.489,10,0
0.26,2,0
1.931666667,6,0
0.778,5,0
0.23,1,0
1.175,8,0
0.02,1,0
0.07,1,0
0.6,2,0
0.225,2,0
0.146666667,3,0
0.08,1,0
0.12,1,0
0.07,1,0
0.694,5,0
0.46,4,0
0.428333333,6,0
0.17,2,0
0.08,1,0
0.336666667,3,0
0.395,2,0
0.235,4,0
0.758823529,17,0
0.09,1,0
0.35,1,0
0.05,1,0
0.963333333,3,0
1.32,2,0
0.993333333,9,0
0.21,1,0
0.37,3,0
0.23,1,0
0.473333333,9,0
0.421666667,6,0
1.3,4,0
0.47,3,0
0.14,1,0
0.51,4,0
0.435714286,7,0
0.395,2,0
0.19,1,0
3.198888889,9,0
0.135,2,0
1.685,4,1
4.421666667,6,1
1.685,4,1
3.131071429,28,1
0.5925,4,0
0.09,1,0
0.66,1,0
1.901,10,0
0.22,1,0
0.136666667,3,0
1.964545455,11,0
0.776,5,0
0.485,2,0
1.286666667,6,0
0.44,4,0
0.33,1,0
1.1,4,0
0.816666667,3,0
0.156666667,3,0
0.24,4,0
1.6675,8,0
0.19,1,0
0.378,5,0
2.2575,12,0
0.723333333,3,0
0.05,1,0
0.29,3,0
0.23,1,0
0.35,2,0
0.115,2,0
0.23,4,0
1.32,1,0
0.48,2,0
2.003333333,3,0
0.9375,4,0
0.83,5,0
0.59,3,0
0.475,2,0
0.28,1,0
1.95,2,0
0.67,1,0
0.74,1,0
1.499090909,11,0
0.42,3,0
0.644,5,0
1.653333333,9,0
0.28,1,0
0.52,5,0
0.914,5,0
3.199090909,11,0
1.04,1,0
0.4,1,0
2.89,1,0
1.966,5,0
0.075,2,0
1.313333333,3,0
0.223333333,3,0
0.455,2,0
1.696,5,0
1.468,5,0
0.2,2,0
0.02,1,0
0.954,5,0
0.884,5,0
0.09,1,0
2.33,3,0
0.4,1,0
0.37,1,0
1.055,4,0
0.46,1,0
0.97,3,0
3.8275,8,0
0.125,2,0
0.583333333,3,0
0.98,2,0
2.9625,4,0
0.13,1,0
0.85,1,0
1.597142857,7,0
1.745,2,0
1,2,0
1.13,2,0
0.89,1,0
1.21,4,0
4.213333333,3,0
2.23,7,0
2.095,4,0
1.185,4,0
0.738888889,9,0
1.083333333,3,0
2.604,5,0
1.085,4,0
3.12,1,0
0.31,1,0
0.28,1,0
0.48,2,0
0.72,1,0
0.2,1,0
1.08,3,0
0.37,2,0
0.64,3,0
0.72,3,0
0.55,4,0
0.79625,8,0
0.23,1,0
1.79,1,0
0.99,2,0
0.575,10,0
1.147272727,11,0
1.963333333,6,0
1.505416667,24,0
2.53,18,0
1.9792,25,0
0.29,1,0
1.1825,4,0
0.925,2,0
1.523333333,3,0
1.021666667,6,0
0.88,4,0
0.795,2,0
0.32,1,0
3.682,35,0
3.130625,16,0
0.76,10,0
0.666666667,3,0
1.2775,4,0
0.02,1,0
0.34,4,0
3.302222222,9,0
1.132,10,0
0.02,1,0
0.28,1,0
0.64,1,0
1.27,5,0
1.5,1,0
0.533333333,3,0
0.405,2,0
0.946,5,0
2.376666667,9,0
1.213333333,3,0
1.633333333,3,0
0.988,5,0
1.328333333,6,0
1.411428571,7,0
0.04,1,0
0.04,1,0
0.505,2,0
0.02,1,0
1,1,0
1.001111111,9,0
0.653333333,3,0
0.47,1,0
0.29,4,0
2.085,4,0
1.211111111,9,0
0.984444444,9,0
0.03,1,0
0.59,2,0
0.89,5,0
0.05,1,0
0.59,2,0
1.55,1,0
0.3,1,0
0.19,1,0
0.01,1,0
0.918333333,6,0
0.53,1,0
2.1,3,0
1.025,2,0
0.515,2,0
0.215,2,0
0.52,2,0
0.676666667,3,0
1.79875,24,0
1.68,11,0
3.92625,8,0
1.896666667,12,0
0.373333333,6,0
1.375,4,0
0.783333333,3,0
0.07,1,0
0.71,1,0
0.99,1,0
0.16,1,0
0.535,4,0
0.21,1,0
0.97,2,0
1.475,2,0
0.513333333,3,0
0.47,5,0
0.62,1,0
1.2775,4,0
0.86,2,0
0.166666667,3,0
4.150625,48,0
4.08,14,0
2.270555556,36,0
0.05,2,0
0.21,1,0
0.2975,4,0
0.095,2,0
0.946666667,3,0
0.05,1,0
0.12,1,0
1.09,1,0
2.45,1,0
0.21,1,0
1.32,1,0
0.29,1,0
0.914,5,0
0.2,1,0
0.01,1,0
1.09,1,0
0.08,2,0
0.16,1,0
0.463333333,6,0
0.02,1,0
1.98,6,0
0.246666667,3,0
0.12,1,0
0.4975,4,0
1.4525,4,0
0.32,1,0
0.23,2,0
0.97,1,0
0.515,2,0
0.115,2,0
3.988870968,62,1
3.544680851,47,1
6.943714286,35,1
3.914,5,1
3.04,4,1
3.914,5,1
3.544680851,47,1
6.943714286,35,1
6.943714286,35,1
6.943714286,35,1
3.544680851,47,1
2.28,1,0
0.42,1,0
0.49,1,0
0.01,1,0
0.27,1,0
0.206666667,3,0
1.08,3,0
0.58,1,0
0.955,2,0
4.351428571,7,0
3.90875,8,0
1.91,1,0
0.78375,8,0
0.2,1,0
2.82125,8,0
2.723333333,6,0
7.99,8,0
0.26,1,0
0.58,1,0
0.425,2,0
0.89,1,0
0.34,3,0
0.33,2,0
0.6225,4,0
2.816666667,3,0
2.61,1,0
1,2,0
1.16,1,0
0.09,1,0
0.26,1,0
1.423333333,3,0
0.81,1,0
1.1,1,0
0.03,1,0
0.46,1,0
0.12,1,0
0.29,1,0
0.02,1,0
0.85,1,0
1.33,1,0
3.25,2,0
1.855,6,0
1.663157895,19,0
1.46,1,0
1.553333333,3,0
1.875,8,0
1.57,1,0
0.55,2,0
1.126666667,3,0
2.086,10,0
5.886,5,0
0.51,4,0
0.56,3,0
1.128,5,0
3.212,5,0
0.37,2,0
0.1,2,0
0.58,1,0
0.17,1,0
0.29,1,0
1.18,3,0
0.655,2,0
0.26,1,0
0.7,1,0
1.74,1,0
4.3775,4,0
0.37,1,0
0.765,2,0
3.603333333,3,0
0.1,1,0
5.644285714,7,0
1.1,1,0
3.49,8,0
0.045,2,0
2.6475,8,0
0.06,1,0
0.53,3,0
0.09,1,0
1.54,1,0
0.12,1,0
0.02,1,0
0.958571429,7,0
0.576666667,3,0
0.49,4,0
0.07,1,0
1.7,3,0
0.21,1,0
1.481666667,6,0
3.56826087,23,0
2.33375,8,0
2.767826087,23,0
0.79,1,0
1.955,4,0
1.39,1,0
1.995555556,9,0
1.75,1,0
0.01,1,0
0.785555556,9,0
1.878,5,0
0.76,3,0
0.84,2,0
0.785,2,0
0.93,2,0
6.763055556,36,0
1.885,8,0
1.244285714,7,0
1.315,2,0
0.17,1,0
0.535,8,0
0.732,5,0
0.17,1,0
4.884615385,13,0
1.230909091,11,0
0.24,1,0
0.956666667,3,0
0.3,1,0
0.73,1,0
0.63,1,0
0.44,1,0
0.6375,4,0
2.336666667,3,0
1.915333333,15,0
0.12,1,0
0.03,1,0
1.28,1,0
0.83,1,0
3.368,5,0
1.004,5,0
0.48,1,0
0.32,2,0
0.806666667,3,0
0.1,1,0
0.04,1,0
0.25,1,0
0.41,2,0
0.03,1,0
0.44,1,0
1.246666667,3,0
0.4,1,0
1.365,2,0
0.15,1,0
0.66,1,0
0.19,1,0
2.415,2,0
0.66,2,0
0.443333333,3,0
0.26,1,0
0.74,1,0
2.2175,4,0
0.586666667,3,0
2.605,8,0
3.517272727,22,0
1.244285714,7,0
0.94,3,0
1.973181818,22,0
1.435,4,0
1.82,1,0
0.18,1,0
1.879333333,15,0
0.12,1,0
0.82,9,0
0.164,5,0
0.05,2,0
0.153333333,3,0
3.643768116,69,0
1.097,10,0
1.1105,20,0
0.2,1,0
0.03,2,0
0.585,2,0
0.17,3,0
0.42,1,0
0.01,1,0
0.435,2,0
0.5575,4,0
1.116666667,3,0
0.42,2,0
2.99,3,0
1.58,2,0
0.27,1,0
0.19,1,0
0.606666667,3,0
0.17,1,0
0.58,1,0
2.15125,8,0
0.92,2,0
0.18,1,0
0.08,2,0
0.315,2,0
0.62,3,0
0.465,2,0
0.7,2,0
1.335,2,0
2.87,1,0
3.271818182,11,0
6.429142857,35,1
3.805,66,1
2.6275,16,1
3.639677419,31,1
3.161764706,17,1
2.651666667,18,1
3.805,66,1
2.651666667,18,1
0.41,1,0
0.17,1,0
0.535,2,0
1.47,1,0
0.05,3,0
0.9225,4,0
1.15,1,0
0.393333333,3,0
4.134285714,7,0
6.34,11,0
1.025,4,0
0.25,6,0
1.806666667,3,0
3.153333333,3,0
2.838,5,0
6.078,10,0
0.32,1,0
2.18,1,0
0.535,6,0
0.265,2,0
1.092,5,0
0.21,1,0
0.44,1,0
0.913333333,3,0
0.83,2,0
1.69,1,0
0.01,1,0
1.42,3,0
0.9,2,0
0.1,1,0
0.32,1,0
0.6,1,0
1.06,1,0
0.01,1,0
1.88,1,0
1.495,2,0
1.694137931,29,0
1.1375,4,0
0.593333333,3,0
2.34625,8,0
0.98,2,0
0.41,1,0
1.15,1,0
0.62,1,0
0.86,2,0
1.56875,8,0
4.34,5,0
0.83,4,0
2.563333333,12,0
1.7975,8,0
0.3,2,0
0.73,1,0
0.03,1,0
0.07,1,0
1.1,1,0
1.1225,4,0
0.27,1,0
0.21,1,0
0.89,1,0
2.19,1,0
0.795,2,0
0.125,2,0
0.66,1,0
0.05,1,0
1.52,1,0
0.11,2,0
1.06,2,0
1.68,2,0
4.641111111,9,0
0.07,1,0
4.465,6,0
6.21375,8,0
0.36,2,0
0.035,2,0
1.11,3,0
3.33,4,0
2.475,2,0
0.265,2,0
1.2725,4,0
2.805,42,0
0.025,2,0
2.251818182,22,0
2.18,17,0
0.13,1,0
0.7,1,0
1.418571429,7,0
2.01,3,0
0.72,1,0
0.35,2,0
0.35,1,0
1.81,1,0
6.264444444,36,0
0.292,5,0
2.41,9,0
0.35,1,0
0.22,1,0
0.573333333,3,0
0.506666667,3,0
0.72,5,0
4.390769231,13,0
0.651818182,11,0
0.92,1,0
1.22,3,0
0.23,1,0
0.46,2,0
0.99,1,0
0.01,1,0
0.345,2,0
0.31,1,0
1.75,5,0
1.933333333,3,0
2.433076923,13,0
1.55,1,0
0.2,1,0
2.276,5,0
0.55,2,0
1.2,4,0
0.1,1,0
1.132,5,0
0.515,2,0
0.01,1,0
0.22,4,0
0.8,3,0
1.79,1,0
0.99,2,0
0.14,1,0
0.34,2,0
0.995,2,0
0.87,1,0
0.19,1,0
0.08,1,0
2.02,1,0
2.045,4,0
0.63,2,0
2.721111111,9,0
4.334347826,23,0
0.632,5,0
0.17,1,0
1.026,5,0
2.29,20,0
0.6525,4,0
1.96,1,0
1.851176471,17,0
1.355,2,0
0.605,8,0
0.2575,4,0
1.07,2,0
1.495,2,0
0.22,2,0
0.19,1,0
3.562676056,71,0
1.967142857,7,0
0.02,1,0
0.685,2,0
0.5475,4,0
0.67,5,0
0.1,1,0
0.71,2,0
0.216,5,0
0.415,2,0
0.14,1,0
0.24,2,0
0.69,1,0
0.423333333,3,0
0.24,1,0
0.96125,8,0
0.2,1,0
1.3,4,0
0.18,2,0
0.075,2,0
0.546666667,3,0
0.15,1,0
1.142222222,9,0
1.61,2,0
1.22,1,0
0.1,1,0
1.07,1,0
0.1375,4,0
0.455,6,0
0.45,1,0
0.21,1,0
1.94,1,0
4.3975,8,0
0.42,1,0
5.397868852,61,1
11.71,8,1
5.397868852,61,1
3.990526316,19,1
6.714210526,38,1
5.397868852,61,1
3.990526316,19,1
6.714210526,38,1
3.532105263,38,1
0.23,1,0
0.683333333,3,0
0.19,1,0
1.565,4,0
4.391764706,17,0
1.6,8,0
2.655,16,0
1.998,10,0
0.06,2,0
0.42,1,0
1.473333333,3,0
1.31,1,0
4.533125,16,0
0.15,1,0
1.05625,8,0
0.05,1,0
0.5625,4,0
0.01,1,0
0.226666667,3,0
0.8,1,0
1.676153846,13,0
3.2055,20,0
0.468,5,0
0.423333333,3,0
1.196666667,3,0
2.135,2,0
0.32,1,0
1.272857143,7,0
2.026,30,0
0.34,3,0
1.03,1,0
0.16,2,0
0.36,3,0
0.13,1,0
2.123076923,13,0
0.47,1,0
0.413333333,3,0
0.01,1,0
0.785,4,0
0.51,1,0
0.9,1,0
1.032857143,7,0
0.57,4,0
5.15,13,0
1.012857143,7,0
0.03,1,0
1.448333333,6,0
0.22,2,0
3.35,4,0
0.21,1,0
0.685,4,0
0.34,1,0
3.345,4,0
0.69,1,0
0.28,1,0
2.519166667,12,0
0.09,1,0
0.35,1,0
0.213333333,3,0
4.405,6,0
0.74,3,0
0.571666667,6,0
1.63,1,0
0.15,1,0
0.95125,8,0
3.385,2,0
5.445,6,0
1.23,2,0
6.808571429,7,0
0.18,1,0
3.901666667,6,0
0.52,1,0
0.39,1,0
0.05,1,0
0.185,2,0
0.12,1,0
0.11,1,0
0.676666667,3,0
0.68,1,0
0.01,1,0
0.35,1,0
0.55,1,0
0.89,1,0
0.36,1,0
0.43,2,0
2.003333333,3,0
0.03,2,0
3.324146341,41,0
0.605,2,0
3.304090909,22,0
1.41,6,0
0.23,1,0
1.977692308,13,0
0.08,2,0
1.858,10,0
0.14,2,0
0.415,2,0
1.043333333,3,0
0.69,3,0
0.07,1,0
0.58,1,0
1.3,1,0
0.2,2,0
0.75,2,0
6.689473684,38,0
2.254285714,7,0
0.64,1,0
0.975,4,0
1.6675,4,0
0.17,1,0
2.046,5,0
0.26,1,0
0.33,2,0
2.71,23,0
0.07,1,0
0.3,1,0
2.366666667,3,0
0.925,2,0
6.86,1,0
0.9,1,0
0.543333333,3,0
0.645,2,0
0.49,2,0
1.96,2,0
1.3,17,0
0.24,2,0
2.315,8,0
0.17,1,0
0.975,2,0
9.421,10,0
2.965,4,0
3.29875,8,0
3.48,4,0
3.411,10,0
3.806666667,3,0
0.428,5,0
0.19,3,0
3.09,1,0
1.666666667,3,0
0.43,1,0
1.27,1,0
3.0625,4,0
0.423333333,3,0
4.98,3,0
0.285,2,0
2.71,2,0
0.13,2,0
0.23,1,0
0.493333333,3,0
0.11,1,0
2.744166667,12,0
0.23,1,0
1.392,5,0
2.524347826,23,0
0.03,1,0
4.438888889,9,0
1.885555556,9,0
0.853333333,9,0
0.12,1,0
1.89,10,0
0.875,4,0
0.386666667,3,0
3.233333333,3,0
1.49,2,0
0.18,2,0
1.54,3,0
0.885,2,0
0.92,1,0
0.335,2,0
5.095538462,65,0
0.15,1,0
3.35962963,27,0
0.45,2,0
0.26,3,0
0.24,1,0
0.22,1,0
0.87,2,0
0.49,1,0
0.78,1,0
0.08,1,0
0.185,2,0
0.245,2,0
0.19,1,0
0.29,5,0
0.623333333,3,0
0.39,2,0
1.95,2,0
1.33,2,0
11.425,2,0
0.02,1,0
3.605,2,0
0.2,1,0
0.66,3,0
2.97,1,0
0.24,1,0
3.632,5,0
0.28,1,0
1.455,2,0
0.02,1,0
2.583636364,11,0
0.2,1,0
0.14,1,0
0.37,2,0
0.65,1,0
0.635,2,0
0.27,1,0
3.653636364,11,0
1.476,5,1
2.44,4,1
5.600833333,12,1
2.995555556,18,1
5.314032258,62,1
0.59,1,0
3.563,20,0
0.08,1,0
1.482857143,7,0
1.676666667,3,0
3.915714286,7,0
0.535,2,0
0.2,1,0
0.972,10,0
0.81,2,0
0.674285714,7,0
0.97,1,0
3.460625,16,0
0.4,1,0
0.11,1,0
0.87,3,0
0.16,1,0
1.296,5,0
0.66,2,0
0.05,1,0
0.16,1,0
0.19,1,0
1.703,10,0
0.4375,4,0
1.35,1,0
0.753333333,9,0
0.153333333,3,0
0.32,2,0
0.89,1,0
0.7575,4,0
2.887647059,17,0
0.724,10,0
1.26,2,0
0.66,1,0
0.18,2,0
0.28,1,0
1.75,12,0
1.7,1,0
0.7925,4,0
0.813333333,3,0
0.67,1,0
0.16,1,0
1.188571429,7,0
0.586666667,6,0
5.972307692,13,0
0.972857143,7,0
0.13,1,0
1.291111111,9,0
4.81,4,0
0.48,1,0
1.594,5,0
0.34,1,0
1.725,12,0
0.2825,4,0
0.03,1,0
4.304,5,0
1.2625,4,0
0.72,4,0
0.18,1,0
1.593333333,3,0
4.24,2,0
4.664444444,9,0
3.882222222,9,0
0.04,1,0
3.252857143,7,0
0.34,1,0
0.96,1,0
0.23,1,0
0.53,2,0
0.37,1,0
0.583333333,3,0
0.16,1,0
0.366666667,3,0
1.19,1,0
0.375,2,0
0.99,1,0
1.3,1,0
1.245,2,0
1.393333333,3,0
0.05,1,0
3.067,40,0
0.405,2,0
4.562,15,0
0.48,1,0
1.553333333,3,0
1.948333333,6,0
0.15,1,0
2.286666667,12,0
0.1,2,0
0.13,1,0
0.842,5,0
1.596,5,0
0.38,1,0
0.653333333,3,0
1.29,1,0
0.265,2,0
1.755,2,0
6.548648649,37,0
0.51,2,0
2.637142857,7,0
0.23,1,0
0.02,1,0
0.8575,4,0
0.22,1,0
0.81,2,0
1.213333333,9,0
2.594583333,24,0
0.31,1,0
0.39,1,0
1.756666667,3,0
0.58,2,0
5.99,1,0
0.92,1,0
0.265,2,0
0.685,2,0
0.535,2,0
1.326363636,11,0
0.7875,8,0
2.065,10,0
0.07,1,0
0.21,1,0
0.405,2,0
7.812,10,0
1.795,4,0
3.258333333,6,0
0.09,1,0
0.2,2,0
0.37,4,0
3.776666667,3,0
0.27,1,0
0.305,2,0
0.39,3,0
0.97,1,0
0.17,2,0
2.18,2,0
0.1,2,0
0.14,1,0
1.64,2,0
0.36,1,0
3.266666667,3,0
0.73,1,0
1.375,2,0
0.12,2,0
0.08,1,0
0.5,3,0
2.953636364,11,0
0.41,2,0
0.755,4,0
1.76,4,0
1.515555556,9,0
2.326,5,0
0.12,1,0
1.9875,4,0
1.759354839,31,0
0.27,1,0
1.501818182,11,0
1.113333333,3,0
0.135,2,0
1.702,5,0
1.34,1,0
0.975,2,0
0.636666667,3,0
0.71,3,0
4.931044776,67,0
2.510322581,31,0
0.984,5,0
0.14,1,0
0.2,1,0
0.705,2,0
0.17,1,0
0.01,1,0
0.01,1,0
0.906666667,3,0
0.67,4,0
0.19,2,0
0.895,2,0
0.02,1,0
1.1,2,0
10.435,2,0
3.97,2,0
0.2,1,0
0.87,1,0
0.516666667,3,0
0.74,1,0
2.376666667,6,0
1.17,2,0
0.1,1,0
1.42,2,0
1.71875,8,0
0.345,2,0
0.47,1,0
0.22,1,0
0.57,3,0
0.9,1,0
2.162,10,0
3.861428571,7,1
4.215714286,7,1
1.9375,4,1
3.594677419,62,1
3.594677419,62,1
4.113125,16,1
3.594677419,62,1
4.526,10,1
3.861428571,7,1
3.594677419,62,1
2.914,5,1
3.594677419,62,1
4.526,10,1
3.594677419,62,1
3.594677419,62,1
3.594677419,62,1
6.70025641,39,1
4.526,10,1
1.442,5,1
3.594677419,62,1
6.70025641,39,1
5.84,5,1
4.526,10,1
4.215714286,7,1
3.861428571,7,1
4.526,10,1
6.151666667,12,1
6.151666667,12,1
6.70025641,39,1
3.594677419,62,1
6.70025641,39,1
1.65,1,0
0.33,1,0
0.9,1,0
0.506666667,3,0
0.18,1,0
1.7875,4,0
2.706,5,0
0.01,1,0
1.9925,8,0
3.168571429,14,0
3.96,1,0
1.571111111,9,0
0.13,1,0
2.567142857,7,0
2.035,8,0
4.766666667,9,0
0.18,1,0
0.12,1,0
2.05,1,0
0.88,1,0
1.27,1,0
0.32,2,0
0.1,1,0
0.86125,8,0
1.97,3,0
0.21,2,0
1.21,1,0
0.3675,4,0
1.57,5,0
1.61,1,0
0.96,2,0
0.196666667,3,0
0.055,2,0
3.316666667,3,0
0.04,1,0
2.22,1,0
2.233333333,30,0
0.895,2,0
0.475,2,0
3.630769231,13,0
0.35,1,0
2.45,1,0
0.72,1,0
0.486666667,3,0
0.9675,4,0
0.975,2,0
3.658571429,21,0
0.864,10,0
3.086666667,9,0
1.356666667,3,0
0.58,1,0
0.03,1,0
0.835,4,0
0.03,1,0
0.01,1,0
0.38,1,0
0.01,1,0
1.6875,4,0
0.47,1,0
1.31,1,0
3.838,5,0
0.25,1,0
0.58,5,0
0.885714286,7,0
3.643333333,3,0
4.963333333,9,0
3.81125,8,0
0.505,2,0
3.405555556,9,0
0.61,1,0
0.45,2,0
2.38,1,0
0.31,1,0
0.135,2,0
0.792,5,0
5.07,1,0
0.723333333,3,0
0.24,1,0
0.23,2,0
3.014888889,45,0
3.726521739,23,0
1.13,1,0
1.6375,4,0
0.93,1,0
1.550909091,11,0
0.74,1,0
0.5,1,0
1.616,5,0
1.485555556,9,0
1.756666667,3,0
0.506666667,3,0
0.533333333,3,0
1.058,5,0
1.62,2,0
6.885405405,37,0
1.238888889,9,0
0.97,4,0
0.256666667,3,0
2.02,2,0
0.5,11,0
0.16,1,0
5.239166667,12,0
0.33,2,0
0.1,1,0
0.2825,4,0
0.28,1,0
0.3,1,0
1.346666667,3,0
0.58,1,0
0.06,1,0
0.69,1,0
1.79,1,0
0.31,1,0
1.392,5,0
0.776666667,3,0
0.5,2,0
3.051052632,19,0
0.28,2,0
0.71,1,0
0.3,1,0
1.538181818,11,0
0.21,1,0
0.205,2,0
2.051111111,9,0
0.27,1,0
2.001818182,11,0
0.16,1,0
0.336666667,3,0
1.37,3,0
0.986666667,3,0
0.04,1,0
0.11,2,0
1.85,1,0
0.32,1,0
2.965,2,0
1.83,2,0
0.7,2,0
0.21,1,0
0.19,1,0
1.06,1,0
2.1225,4,0
0.5675,4,0
2.388095238,21,0
3.103125,16,0
0.193333333,3,0
0.77,2,0
2.127241379,29,0
1.5,1,0
0.14,1,0
3.15,4,0
1.365555556,9,0
0.17,1,0
1.3,3,0
0.848,5,0
0.3725,4,0
0.06,1,0
0.84,5,0
2.31,3,0
0.653333333,3,0
0.11,1,0
4.225774648,71,0
1.363,10,0
0.815,10,0
0.822,10,0
0.1,1,0
0.1,1,0
0.16,2,0
3.96,1,0
0.175,4,0
0.69,1,0
0.64,1,0
0.01,1,0
2.97,1,0
0.376666667,3,0
0.435,4,0
1.616666667,3,0
0.38,2,0
1.94,4,0
1.355,2,0
3.47,5,0
0.06,1,0
1.036666667,3,0
1.43,1,0
2.144285714,7,0
1.22,2,0
0.51,1,0
0.275,2,0
0.72,2,0
0.5825,4,0
0.01,1,0
0.31,2,0
0.57,1,0
0.885,2,0
3.23,1,0
3.136666667,12,0
3.702931034,58,1
4.695846154,65,1
3.702931034,58,1
3.095714286,7,1
7.373333333,36,1
3.702931034,58,1
3.095714286,7,1
1.65,1,0
0.08,1,0
0.756666667,3,0
0.095,2,0
2.932727273,11,0
1.75625,8,0
3.124444444,9,0
0.19,1,0
1.903333333,9,0
1.45,2,0
1.647142857,7,0
3.606666667,18,0
0.18,1,0
0.44,2,0
0.2,1,0
0.8025,4,0
0.02,1,0
0.32,2,0
0.32,2,0
0.11,2,0
1.94,12,0
0.31,1,0
1.07,1,0
1.43,1,0
0.385,4,0
1.812,5,0
0.03,1,0
0.365,4,0
0.08,1,0
0.04,1,0
0.32,1,0
1.341428571,7,0
2.46,17,0
0.811818182,11,0
0.12,2,0
0.805,2,0
1.883333333,12,0
2.08,1,0
0.483333333,3,0
0.01,1,0
0.3625,4,0
1.015,4,0
0.22,1,0
0.39,2,0
3.823636364,22,0
1.173333333,3,0
1.25,2,0
0.57,1,0
2.534444444,9,0
4.9,3,0
0.12,1,0
0.03,1,0
1.09,4,0
0.49,1,0
0.26,1,0
1.091428571,7,0
0.765,2,0
0.2725,4,0
0.08,1,0
0.17,1,0
3.5625,8,0
0.47,4,0
1.36,1,0
0.3,1,0
2.72375,8,0
0.553333333,3,0
4.978,10,0
5.545714286,7,0
0.335,2,0
3.504,5,0
0.23,1,0
0.58,1,0
0.305,2,0
0.08,1,0
0.11,1,0
0.453333333,3,0
0.816666667,3,0
0.7,1,0
0.215,2,0
0.94,1,0
0.26,1,0
4.29,1,0
1.226666667,3,0
0.03,1,0
3.096190476,42,0
0.735,2,0
3.618695652,23,0
1.56,1,0
1.61,4,0
0.75,1,0
2.405833333,12,0
1.565833333,12,0
0.883333333,3,0
0.53,2,0
0.255,2,0
0.955,2,0
1.735,2,0
7.126216216,37,0
1.417777778,9,0
1.28,4,0
0.276666667,3,0
1.55,3,0
0.18,1,0
0.637777778,9,0
0.29,1,0
0.17,1,0
4.094166667,12,0
0.895555556,9,0
0.36,1,0
0.18,1,0
1.266666667,3,0
0.44,2,0
0.05,1,0
3.52,1,0
3.82,1,0
0.615,2,0
1.0875,4,0
0.15,1,0
2.387142857,14,0
0.18,1,0
3.08,4,0
0.22,1,0
0.04,1,0
3.2,13,0
0.18,1,0
0.29,1,0
3.011666667,6,0
0.18,1,0
0.49,3,0
3.365,2,0
0.16,1,0
0.28,2,0
0.13,2,0
1.583333333,3,0
1,1,0
1.23,3,0
0.03,1,0
0.2,1,0
1.24,2,0
2.19,6,0
0.275,2,0
1.375,2,0
0.115,2,0
0.02,1,0
0.06,1,0
0.24,3,0
3.224444444,9,0
0.41,2,0
1.208333333,6,0
2.1725,16,0
0.11,1,0
2.1675,4,0
2.257368421,19,0
1.524444444,9,0
0.74,1,0
